Arrival_Time,Air_conditioner,TV,Lamp,Robotic Vacuum Cleaner,flowerPot,Washing Machine,Lamp2,Smart Cooking pot,CCTV,mixer,AI Speaker,Oven
2017.7.28 21:00,665,153,10,18.75,2.2,220,15,6.7,1.5,1.4,35,1350
2017.7.28 22:00,665,153,10,6.25,2.2,220,15,6.7,1.5,1.4,35,450
2017.7.28 23:00,665,114.75,7.5,2.5,2.2,220,15,6.7,1.5,1.4,26.25,180
2017.7.29 0:00,665,38.25,2.5,2.5,2.2,220,11.25,6.7,1.5,1.4,8.75,180
2017.7.29 1:00,498.75,15.3,1,2.5,2.2,220,3.75,6.7,1.5,1.4,3.5,180
2017.7.29 2:00,166.25,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.29 3:00,66.5,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.29 4:00,66.5,38.25,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.29 5:00,166.25,114.75,2.5,2.5,2.2,220,1.5,6.7,1.5,1.4,8.75,180
2017.7.29 6:00,498.75,153,7.5,2.5,5.5,220,1.5,6.7,1.5,3.75,26.25,180
2017.7.29 7:00,665,153,10,6.25,16.5,220,3.75,6.7,3.75,11.25,35,180
2017.7.29 8:00,665,153,10,18.75,22,220,11.25,6.7,11.25,15,35,180
2017.7.29 9:00,665,114.75,7.5,25,22,220,15,6.7,15,11.25,35,180
2017.7.29 10:00,498.75,38.25,2.5,25,22,220,15,6.7,15,3.75,35,180
2017.7.29 11:00,166.25,15.3,1,25,22,220,15,6.7,15,1.4,35,180
2017.7.29 12:00,66.5,15.3,1,18.75,22,220,11.25,6.7,15,1.4,35,180
2017.7.29 13:00,66.5,15.3,1,6.25,22,220,3.75,6.7,15,1.4,35,180
2017.7.29 14:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.29 15:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.29 16:00,66.5,15.3,1,6.25,22,220,1.5,16.75,15,1.4,35,180
2017.7.29 17:00,166.25,15.3,1,18.75,16.5,220,3.75,50.25,11.25,1.4,35,180
2017.7.29 18:00,498.75,15.3,1,25,5.5,220,11.25,67,3.75,1.4,35,180
2017.7.29 19:00,665,38.25,2.5,25,2.2,220,15,50.25,1.5,1.4,35,180
2017.7.29 20:00,665,114.75,7.5,25,2.2,220,15,16.75,1.5,1.4,35,180
2017.7.29 21:00,665,153,10,18.75,2.2,220,15,6.7,1.5,1.4,35,180
2017.7.29 22:00,665,153,10,6.25,2.2,220,15,6.7,1.5,1.4,35,180
2017.7.29 23:00,665,114.75,7.5,2.5,2.2,220,15,6.7,1.5,1.4,26.25,180
2017.7.30 0:00,665,38.25,2.5,2.5,2.2,220,11.25,6.7,1.5,1.4,8.75,180
2017.7.30 1:00,498.75,15.3,1,2.5,2.2,220,3.75,6.7,1.5,1.4,3.5,180
2017.7.30 2:00,166.25,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.30 3:00,66.5,15.3,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.30 4:00,66.5,38.25,1,2.5,2.2,220,1.5,6.7,1.5,1.4,3.5,180
2017.7.30 5:00,166.25,114.75,2.5,2.5,2.2,220,1.5,6.7,1.5,1.4,8.75,180
2017.7.30 6:00,498.75,153,7.5,2.5,5.5,220,1.5,6.7,1.5,3.75,26.25,180
2017.7.30 7:00,665,153,10,3.3,16.5,220,3.75,6.7,3.75,11.25,35,180
2017.7.30 8:00,665,153,10,10,22,220,11.25,6.7,11.25,15,35,180
2017.7.30 9:00,665,114.75,7.5,25,22,220,15,6.7,15,11.25,35,180
2017.7.30 10:00,498.75,38.25,2.5,25,22,220,15,6.7,15,3.75,35,180
2017.7.30 11:00,166.25,15.3,1,25,22,220,15,6.7,15,1.4,35,180
2017.7.30 12:00,66.5,15.3,1,10,22,220,11.25,6.7,15,1.4,35,180
2017.7.30 13:00,66.5,15.3,1,2.5,22,220,3.75,6.7,15,1.4,35,180
2017.7.30 14:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.30 15:00,66.5,15.3,1,2.5,22,220,1.5,6.7,15,1.4,35,180
2017.7.30 16:00,66.5,15.3,1,2.5,22,550,1.5,16.75,15,1.4,35,180
2017.7.30 17:00,166.25,15.3,1,10,16.5,1650,3.75,50.25,11.25,1.4,35,180
2017.7.30 18:00,498.75,15.3,1,25,5.5,2200,11.25,67,3.75,1.4,35,450
2017.7.30 19:00,665,38.25,2.5,25,2.2,2200,15,50.25,1.5,1.4,35,1350
2017.7.30 20:00,665,114.75,7.5,25,2.2,1650,15,16.75,1.5,1.4,35,1800
2017.7.30 21:00,665,153,10,10,2.2,550,15,6.7,1.5,1.4,35,1350
2017.7.30 22:00,665,153,10,2.5,2.2,220,15,6.7,1.5,1.4,35,450
2017.7.30 23:00,665,114.75,7.5,2.5,2.2,220,15,6.7,1.5,1.4,26.25,180
